id,name,height,weight,base_experience,total_base_stats,attack,defense,hp,special-attack,special-defense,speed,type_1,type_2,offensive_effectiveness,defensive_multiplier_mean,n_moves,max_move_power,mean_move_power,max_power_physical,max_power_special,defensive_multiplier_mean_clipped,defensive_raw,offensive_raw,total_base_stats_norm,max_move_power_norm,offensive_effectiveness_norm,defensive_survivability_norm
10220,centiskorch-gmax,750,10000,184.0,525,115,65,100,90,90,65,fire,bug,1.0357142857142858,1.0833333333333333,,,,,,1.0833333333333333,235.3846153846154,543.75,0.3684210526315789,0.0,0.5500000000000005,0.25561886672997786
10221,hatterene-gmax,260,10000,255.0,510,90,95,57,136,103,29,psychic,fairy,1.0357142857142856,1.0357142857142858,,,,,,1.0357142857142858,246.20689655172413,528.2142857142857,0.3526315789473684,0.0,0.5499999999999996,0.2713920817369093
10222,grimmsnarl-gmax,320,10000,255.0,510,120,65,95,95,75,60,dark,fairy,1.0476190476190474,0.9880952380952381,,,,,,0.9880952380952381,237.8313253012048,534.2857142857142,0.3526315789473684,0.0,0.5999999999999994,0.2591848876989439
10223,alcremie-gmax,300,10000,173.0,495,60,75,65,110,121,64,fairy,,1.0714285714285714,0.9761904761904762,,,,,,0.9761904761904762,267.3658536585366,530.3571428571429,0.3368421052631579,0.0,0.7000000000000001,0.30223075378901937
10224,copperajah-gmax,230,10000,175.0,500,130,69,122,80,69,30,steel,,1.0476190476190477,0.8571428571428571,,,,,,0.8571428571428571,303.33333333333337,523.8095238095239,0.34210526315789475,0.0,0.6000000000000004,0.35465249199817106
10225,duraludon-gmax,430,10000,187.0,535,95,115,70,120,50,85,steel,dragon,1.0119047619047619,0.8214285714285714,,,,,,0.8214285714285714,286.0869565217391,541.3690476190476,0.37894736842105264,0.0,0.44999999999999996,0.32951631180294627
10226,urshifu-single-strike-gmax,290,10000,275.0,550,130,100,100,63,60,97,fighting,dark,1.0476190476190474,1.1071428571428572,,,,,,1.1071428571428572,234.83870967741933,576.1904761904761,0.39473684210526316,0.0,0.5999999999999994,0.2548232222664719
10227,urshifu-rapid-strike-gmax,260,10000,275.0,550,130,100,100,63,60,97,fighting,water,1.0714285714285714,1.0714285714285714,,,,,,1.0714285714285714,242.66666666666669,589.2857142857142,0.39473684210526316,0.0,0.7000000000000001,0.26623228166438045
10228,toxtricity-low-key-gmax,240,10000,176.0,502,98,70,75,114,70,75,electric,poison,0.9642857142857142,1.0,,,,,,1.0,215.0,484.0714285714285,0.34421052631578947,0.0,0.24999999999999964,0.2259087791495199
10229,growlithe-hisui,8,227,70.0,350,75,45,60,65,50,55,fire,rock,1.1071428571428572,1.2023809523809523,44.0,150.0,77.72727272727273,150.0,130.0,1.2023809523809523,128.91089108910893,553.5714285714286,0.18421052631578946,0.6,0.8500000000000005,0.10043596952287824
10230,arcanine-hisui,20,1680,194.0,555,115,80,95,95,80,90,fire,rock,1.1071428571428572,1.2023809523809523,51.0,150.0,80.49019607843137,150.0,150.0,1.2023809523809523,212.0792079207921,780.5357142857143,0.4,0.6,0.8500000000000005,0.22165179480911057
10231,voltorb-hisui,5,130,66.0,330,30,50,40,55,55,100,electric,grass,0.9761904761904762,1.0833333333333333,29.0,250.0,83.10344827586206,250.0,130.0,1.0833333333333333,133.84615384615387,566.1904761904761,0.1631578947368421,1.0,0.29999999999999993,0.10762899651788543
10232,electrode-hisui,12,710,172.0,490,50,70,60,80,80,150,electric,grass,0.9761904761904762,1.0833333333333333,33.0,250.0,89.6969696969697,250.0,150.0,1.0833333333333333,193.84615384615387,722.3809523809524,0.33157894736842103,1.0,0.29999999999999993,0.19507755618866732
10233,typhlosion-hisui,16,698,240.0,534,84,78,73,119,85,95,fire,ghost,1.0595238095238095,0.9642857142857143,54.0,150.0,84.35185185185185,150.0,150.0,0.9642857142857143,244.74074074074073,724.7142857142857,0.3778947368421053,0.6,0.6500000000000002,0.2692551948381852
10234,qwilfish-hisui,5,39,88.0,440,95,85,65,55,55,85,dark,poison,0.988095238095238,0.9047619047619048,42.0,200.0,72.73809523809524,200.0,110.0,0.9047619047619048,226.57894736842104,632.3809523809523,0.2789473684210526,0.8,0.3499999999999998,0.2427848169807234
10235,sneasel-hisui,9,270,86.0,430,95,55,55,35,75,115,fighting,poison,1.0119047619047619,1.0833333333333333,40.0,150.0,72.0,150.0,120.0,1.0833333333333333,170.76923076923077,586.9047619047619,0.26842105263157895,0.6,0.44999999999999996,0.16144349477682812
10236,samurott-hisui,15,582,238.0,528,108,80,90,100,65,85,water,dark,1.0476190476190474,1.0476190476190477,51.0,150.0,73.13725490196079,150.0,150.0,1.0476190476190477,224.3181818181818,710.2857142857142,0.37157894736842106,0.6,0.5999999999999994,0.23948980546202767
10237,lilligant-hisui,12,192,168.0,480,105,75,70,50,75,105,grass,fighting,1.0238095238095237,1.2380952380952381,40.0,150.0,77.25,150.0,150.0,1.2380952380952381,177.69230769230768,645.0,0.32105263157894737,0.6,0.4999999999999998,0.17153371320037986
10238,zorua-hisui,7,125,66.0,330,60,40,35,85,40,70,normal,ghost,0.9642857142857142,0.8571428571428571,31.0,150.0,73.74193548387096,150.0,150.0,0.8571428571428571,134.16666666666669,462.85714285714283,0.1631578947368421,0.6,0.24999999999999964,0.10809613625971654
10239,zoroark-hisui,16,730,179.0,510,100,60,55,125,60,110,normal,ghost,0.9642857142857142,0.8571428571428571,42.0,150.0,77.85714285714286,150.0,150.0,0.8571428571428571,204.16666666666669,636.4285714285713,0.3526315789473684,0.6,0.24999999999999964,0.21011945587562875
10240,braviary-hisui,17,434,179.0,510,83,70,110,112,70,65,psychic,flying,1.0357142857142856,1.1071428571428572,51.0,150.0,76.86274509803921,150.0,150.0,1.1071428571428572,225.8064516129032,683.5714285714284,0.3526315789473684,0.6,0.5499999999999996,0.24165892296119293
10241,sliggoo-hisui,7,685,158.0,452,75,83,58,83,113,40,steel,dragon,1.0119047619047619,0.8214285714285714,33.0,140.0,76.81818181818181,120.0,140.0,0.8214285714285714,309.2173913043478,599.047619047619,0.29157894736842105,0.56,0.44999999999999996,0.3632283652412477
10242,goodra-hisui,17,3341,270.0,600,100,100,80,110,150,60,steel,dragon,1.0119047619047619,0.8214285714285714,53.0,150.0,76.41509433962264,150.0,150.0,0.8214285714285714,401.7391304347826,758.9285714285714,0.4473684210526316,0.6,0.44999999999999996,0.4980765789944534
10243,avalugg-hisui,14,2624,180.0,514,127,184,95,34,36,38,ice,rock,1.1071428571428572,1.380952380952381,42.0,150.0,70.0,150.0,150.0,1.380952380952381,228.10344827586206,735.1428571428572,0.3568421052631579,0.6,0.8500000000000005,0.24500674045693202
10244,decidueye-hisui,16,370,239.0,530,112,80,88,95,95,60,grass,fighting,1.0238095238095237,1.2380952380952381,47.0,150.0,75.95744680851064,150.0,150.0,1.2380952380952381,212.4230769230769,696.1904761904761,0.3736842105263158,0.6,0.4999999999999998,0.2221529756251978
10245,dialga-origin,70,8487,306.0,680,100,120,100,150,120,90,steel,dragon,1.0119047619047619,0.8214285714285714,42.0,150.0,91.30952380952381,150.0,150.0,0.8214285714285714,413.9130434782609,839.8809523809523,0.531578947368421,0.6,0.44999999999999996,0.515819765014612
10246,palkia-origin,63,6590,306.0,680,100,100,90,150,120,120,water,dragon,1.0238095238095237,1.0,47.0,150.0,83.93617021276596,150.0,150.0,1.0,310.0,849.7619047619047,0.531578947368421,0.6,0.4999999999999998,0.3643689986282579
10247,basculin-white-striped,10,180,161.0,460,92,65,70,80,55,98,water,,1.0714285714285714,1.0,35.0,150.0,74.14285714285714,150.0,110.0,1.0,190.0,653.5714285714286,0.3,0.6,0.7000000000000001,0.1894718792866941
10248,basculegion-female,30,1100,265.0,530,92,65,120,100,75,78,water,ghost,1.0476190476190474,0.9523809523809523,38.0,150.0,79.47368421052632,150.0,150.0,0.9523809523809523,273.0,712.3809523809523,0.3736842105263158,0.6,0.5999999999999994,0.31044238683127573
10249,enamorus-therian,16,480,116.0,580,115,110,74,135,100,46,fairy,flying,1.0714285714285714,1.0238095238095237,30.0,150.0,84.83333333333333,150.0,150.0,1.0238095238095237,277.3953488372093,782.1428571428571,0.4263157894736842,0.6,0.7000000000000001,0.31684850224901906
10250,tauros-paldea-combat-breed,14,1150,172.0,490,110,105,75,30,70,100,fighting,,1.0714285714285714,1.0714285714285714,34.0,150.0,84.55882352941177,150.0,150.0,1.0714285714285714,233.33333333333334,685.7142857142857,0.33157894736842103,0.6,0.7000000000000001,0.2526291723822588
10251,tauros-paldea-blaze-breed,14,850,172.0,490,110,105,75,30,70,100,fighting,fire,1.0833333333333335,1.0357142857142858,38.0,150.0,85.65789473684211,150.0,150.0,1.0357142857142858,241.37931034482756,693.3333333333335,0.33157894736842103,0.6,0.7500000000000008,0.26435599072891536
10252,tauros-paldea-aqua-breed,14,1100,172.0,490,110,105,75,30,70,100,fighting,water,1.0714285714285714,1.0714285714285714,39.0,150.0,82.94871794871794,150.0,150.0,1.0714285714285714,233.33333333333334,685.7142857142857,0.33157894736842103,0.6,0.7000000000000001,0.2526291723822588
10253,wooper-paldea,4,110,42.0,210,45,45,55,25,25,15,poison,ground,1.0476190476190474,1.0119047619047619,34.0,120.0,73.97058823529412,120.0,110.0,1.0119047619047619,123.52941176470588,345.71428571428567,0.03684210526315789,0.48,0.5999999999999994,0.09259259259259259
10254,oinkologne-female,10,1200,171.0,489,90,70,115,59,90,65,normal,,0.9047619047619048,1.0,33.0,150.0,76.66666666666667,150.0,150.0,1.0,275.0,578.1428571428571,0.33052631578947367,0.6,0.0,0.31335733882030176
10255,dudunsparce-three-segment,45,474,182.0,520,100,80,125,85,75,55,normal,,0.9047619047619048,1.0,55.0,150.0,80.81818181818181,150.0,150.0,1.0,280.0,606.1904761904761,0.3631578947368421,0.6,0.0,0.32064471879286693
10256,palafin-hero,18,974,160.0,650,160,97,100,106,87,100,water,,1.0714285714285714,1.0,41.0,150.0,78.53658536585365,150.0,150.0,1.0,284.0,857.1428571428571,0.5,0.6,0.7000000000000001,0.32647462277091904
10257,maushold-family-of-three,3,28,165.0,470,75,70,74,65,75,111,normal,,0.9047619047619048,1.0,28.0,150.0,66.42857142857143,150.0,150.0,1.0,219.0,560.952380952381,0.3105263157894737,0.6,0.0,0.231738683127572
10258,tatsugiri-droopy,3,80,166.0,475,50,60,68,120,95,82,dragon,water,1.0238095238095237,1.0,19.0,150.0,80.78947368421052,150.0,150.0,1.0,223.0,639.8809523809523,0.3157894736842105,0.6,0.4999999999999998,0.23756858710562415
10259,tatsugiri-stretchy,3,80,166.0,475,50,60,68,120,95,82,dragon,water,1.0238095238095237,1.0,19.0,150.0,80.78947368421052,150.0,150.0,1.0,223.0,639.8809523809523,0.3157894736842105,0.6,0.4999999999999998,0.23756858710562415
10260,squawkabilly-blue-plumage,6,24,146.0,417,96,51,82,45,51,92,normal,flying,0.9880952380952381,1.0,24.0,150.0,80.41666666666667,150.0,150.0,1.0,184.0,560.25,0.25473684210526315,0.6,0.35000000000000026,0.1807270233196159
10261,squawkabilly-yellow-plumage,6,24,146.0,417,96,51,82,45,51,92,normal,flying,0.9880952380952381,1.0,24.0,150.0,80.41666666666667,150.0,150.0,1.0,184.0,560.25,0.25473684210526315,0.6,0.35000000000000026,0.1807270233196159
10262,squawkabilly-white-plumage,6,24,146.0,417,96,51,82,45,51,92,normal,flying,0.9880952380952381,1.0,24.0,150.0,80.41666666666667,150.0,150.0,1.0,184.0,560.25,0.25473684210526315,0.6,0.35000000000000026,0.1807270233196159
10263,gimmighoul-roaming,1,10,60.0,300,30,25,45,75,45,80,ghost,,1.0238095238095237,0.9523809523809523,8.0,90.0,65.625,90.0,80.0,0.9523809523809523,120.75,399.2857142857143,0.13157894736842105,0.36,0.4999999999999998,0.08854166666666667
10264,koraidon-limited-build,35,3030,335.0,670,135,115,100,85,100,135,fighting,dragon,1.0238095238095237,1.1666666666666667,49.0,150.0,81.93877551020408,150.0,150.0,1.1666666666666667,270.0,839.5238095238094,0.5210526315789473,0.6,0.4999999999999998,0.30606995884773663
10265,koraidon-sprinting-build,35,3030,335.0,670,135,115,100,85,100,135,fighting,dragon,1.0238095238095237,1.1666666666666667,49.0,150.0,81.93877551020408,150.0,150.0,1.1666666666666667,270.0,839.5238095238094,0.5210526315789473,0.6,0.4999999999999998,0.30606995884773663
10266,koraidon-swimming-build,35,3030,335.0,670,135,115,100,85,100,135,fighting,dragon,1.0238095238095237,1.1666666666666667,49.0,150.0,81.93877551020408,150.0,150.0,1.1666666666666667,270.0,839.5238095238094,0.5210526315789473,0.6,0.4999999999999998,0.30606995884773663
10267,koraidon-gliding-build,35,3030,335.0,670,135,115,100,85,100,135,fighting,dragon,1.0238095238095237,1.1666666666666667,49.0,150.0,81.93877551020408,150.0,150.0,1.1666666666666667,270.0,839.5238095238094,0.5210526315789473,0.6,0.4999999999999998,0.30606995884773663
10268,miraidon-low-power-mode,28,2400,335.0,670,85,100,100,135,115,135,electric,dragon,0.9761904761904762,1.0357142857142858,32.0,150.0,85.78125,150.0,150.0,1.0357142857142858,304.13793103448273,800.4761904761905,0.5210526315789473,0.6,0.29999999999999993,0.3558251738328366
10269,miraidon-drive-mode,28,2400,335.0,670,85,100,100,135,115,135,electric,dragon,0.9761904761904762,1.0357142857142858,32.0,150.0,85.78125,150.0,150.0,1.0357142857142858,304.13793103448273,800.4761904761905,0.5210526315789473,0.6,0.29999999999999993,0.3558251738328366
10270,miraidon-aquatic-mode,28,2400,335.0,670,85,100,100,135,115,135,electric,dragon,0.9761904761904762,1.0357142857142858,32.0,150.0,85.78125,150.0,150.0,1.0357142857142858,304.13793103448273,800.4761904761905,0.5210526315789473,0.6,0.29999999999999993,0.3558251738328366
10271,miraidon-glide-mode,28,2400,335.0,670,85,100,100,135,115,135,electric,dragon,0.9761904761904762,1.0357142857142858,32.0,150.0,85.78125,150.0,150.0,1.0357142857142858,304.13793103448273,800.4761904761905,0.5210526315789473,0.6,0.29999999999999993,0.3558251738328366
10272,ursaluna-bloodmoon,24,2900,275.0,555,70,120,113,135,65,52,ground,normal,1.0238095238095237,1.0476190476190477,53.0,150.0,79.20754716981132,150.0,150.0,1.0476190476190477,284.45454545454544,721.7857142857142,0.4,0.6,0.4999999999999998,0.32713711185933403
10273,ogerpon-wellspring-mask,12,398,275.0,550,120,84,80,60,96,110,grass,water,1.0238095238095237,1.0595238095238095,35.0,150.0,79.28571428571429,150.0,130.0,1.0595238095238095,245.3932584269663,716.6666666666666,0.39473684210526316,0.6,0.4999999999999998,0.27020622370185415
10274,ogerpon-hearthflame-mask,12,398,275.0,550,120,84,80,60,96,110,grass,fire,1.0357142857142858,1.0357142857142858,35.0,150.0,79.28571428571429,150.0,130.0,1.0357142857142858,251.03448275862067,725.0000000000001,0.39473684210526316,0.6,0.5500000000000005,0.2784281727449032
10275,ogerpon-cornerstone-mask,12,398,275.0,550,120,84,80,60,96,110,grass,rock,1.0476190476190477,1.1428571428571428,35.0,150.0,79.28571428571429,150.0,130.0,1.1428571428571428,227.5,733.3333333333334,0.39473684210526316,0.6,0.6000000000000004,0.2441272290809328
10276,terapagos-terastal,3,160,90.0,600,95,110,95,105,110,85,normal,,0.9047619047619048,1.0,42.0,150.0,87.97619047619048,150.0,150.0,1.0,315.0,678.5714285714286,0.4473684210526316,0.6,0.0,0.37165637860082307
10277,terapagos-stellar,17,770,90.0,700,105,110,160,130,110,85,normal,,0.9047619047619048,1.0,42.0,150.0,87.97619047619048,150.0,150.0,1.0,380.0,769.047619047619,0.5526315789473685,0.6,0.0,0.4663923182441701
10278,clefable-mega,17,423,,583,80,93,95,135,110,70,fairy,flying,1.0714285714285714,1.0238095238095237,,,,,,1.0238095238095237,291.0697674418605,624.6428571428571,0.42947368421052634,0.0,0.7000000000000001,0.33677863910422057
10279,victreebel-mega,45,1255,,590,125,85,80,135,95,70,grass,poison,0.9642857142857142,1.0595238095238095,,,,,,1.0595238095238095,245.3932584269663,568.9285714285713,0.4368421052631579,0.0,0.24999999999999964,0.27020622370185415
10280,starmie-mega,23,800,,660,140,105,60,130,105,120,water,psychic,1.0357142857142856,1.0952380952380953,,,,,,1.0952380952380953,246.52173913043475,683.5714285714284,0.5105263157894737,0.0,0.5499999999999996,0.27185095723743063
10281,dragonite-mega,55,2900,,700,124,115,91,145,125,100,dragon,flying,1.0238095238095237,1.1071428571428572,,,,,,1.1071428571428572,298.96774193548384,716.6666666666666,0.5526315789473685,0.0,0.4999999999999998,0.3482897473339528
10282,meganium-mega,24,2010,,625,92,115,80,143,115,80,grass,fairy,1.0238095238095237,1.1428571428571428,,,,,,1.1428571428571428,271.25,639.8809523809523,0.47368421052631576,0.0,0.4999999999999998,0.3078918038408779
10283,feraligatr-mega,23,1088,,630,160,125,85,89,93,78,water,dragon,1.0238095238095237,1.0,,,,,,1.0,303.0,645.0,0.4789473684210526,0.0,0.4999999999999998,0.3541666666666667
10284,skarmory-mega,17,404,,565,140,110,65,40,100,110,steel,flying,1.0595238095238095,0.7857142857142857,,,,,,0.7857142857142857,350.0,598.6309523809524,0.4105263157894737,0.0,0.6500000000000002,0.42266803840877915
10285,froslass-mega,26,296,,580,80,70,70,140,100,120,ice,ghost,1.0595238095238095,1.0714285714285714,,,,,,1.0714285714285714,224.0,614.5238095238095,0.4263157894736842,0.0,0.6500000000000002,0.23902606310013716
10286,emboar-mega,18,1803,,628,148,75,110,110,110,75,fire,fighting,1.0833333333333335,1.0357142857142858,,,,,,1.0357142857142858,284.8275862068965,680.3333333333334,0.4768421052631579,0.0,0.7500000000000008,0.32768080980086084
10287,excadrill-mega,9,600,,608,165,100,110,65,65,103,ground,steel,1.0952380952380953,0.8928571428571429,,,,,,0.8928571428571429,308.0,665.9047619047619,0.4557894736842105,0.0,0.8000000000000006,0.3614540466392318
10288,scolipede-mega,32,2305,,585,140,149,60,75,99,62,bug,poison,0.9642857142857142,1.0476190476190477,,,,,,1.0476190476190477,294.0,564.1071428571428,0.43157894736842106,0.0,0.24999999999999964,0.3410493827160494
10289,scrafty-mega,11,310,,588,130,135,65,55,135,68,dark,fighting,1.0476190476190474,1.1071428571428572,,,,,,1.1071428571428572,302.5806451612903,615.9999999999999,0.43473684210526314,0.0,0.5999999999999994,0.3535554670560644
10290,eelektross-mega,30,1800,,615,145,80,85,135,90,80,electric,,0.9761904761904762,0.9761904761904762,,,,,,0.9761904761904762,261.219512195122,600.3571428571429,0.4631578947368421,0.0,0.29999999999999993,0.2932726086520125
10291,chandelure-mega,25,696,,620,75,110,60,175,110,90,ghost,fire,1.0595238095238095,0.9642857142857143,,,,,,0.9642857142857143,290.3703703703704,656.9047619047619,0.46842105263157896,0.0,0.6500000000000002,0.335759284661891
10292,chesnaught-mega,16,900,,630,137,172,88,74,115,44,grass,fighting,1.0238095238095237,1.2380952380952381,,,,,,1.2380952380952381,302.88461538461536,645.0,0.4789473684210526,0.0,0.4999999999999998,0.35399849635960745
10293,delphox-mega,15,390,,634,69,72,75,159,125,134,fire,psychic,1.0476190476190477,1.0714285714285714,,,,,,1.0714285714285714,253.86666666666667,664.1904761904763,0.4831578947368421,0.0,0.6000000000000004,0.2825560128029264
10294,greninja-mega,15,400,,630,125,77,72,133,81,142,water,dark,1.0476190476190474,1.0476190476190477,,,,,,1.0476190476190477,219.54545454545453,659.9999999999999,0.4789473684210526,0.0,0.5999999999999994,0.23253367003367
10295,pyroar-mega,15,933,,607,88,92,86,129,86,126,fire,normal,1.0,1.0,,,,,,1.0,264.0,607.0,0.45473684210526316,0.0,0.4000000000000001,0.29732510288065844
10296,floette-mega,2,1008,,651,85,87,74,155,148,102,fairy,,1.0714285714285714,0.9761904761904762,,,,,,0.9761904761904762,316.5365853658537,697.5,0.5010526315789474,0.0,0.7000000000000001,0.3738959148850748
10297,malamar-mega,29,698,,582,102,88,86,98,120,88,dark,psychic,1.0119047619047619,1.1428571428571428,,,,,,1.1428571428571428,257.25,588.9285714285714,0.4284210526315789,0.0,0.44999999999999996,0.2874871399176955
